Collection,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Western Rise-men,x-cotton-everyday-tee-concrete,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/100719_WR_Shirts_Eric-7280.jpg?v=1571011700,4,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,x-cotton-everyday-tee-white,X Cotton Everyday Tee,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Performance cotton tee that is ultra-soft, stretches in every direction, wicks moisture, and resists odors.The perfect everyday t-shirt - a performance cotton tee that is ultra-soft, stretches in every direction, and wicks moisture. It resists odors and wrinkles, providing ultimate everyday comfort for multiple days of wear.We love cotton t-shirts for their clean look, but couldn’t find a fabric that lived up to our standards. We wanted something with structure and drape that looked great on its own. We needed a fabric that would stretch and wick sweat when we moved, but resist odors for multiple days of wear when traveling.What we found was a heavyweight, yet incredibly soft cotton, polyester, and spandex blend that looks and feels incredible.Cut slightly lean and tailored, the X Cotton Everyday Tee is ready for your active life whether that’s outdoors, traveling, or just plain everyday wear. Truly the one shirt you can wear in any situation, ready for anything you’re up to and wherever you’re going.The everyday t-shirt, elevated.</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Men's Shirt,"western, rise, shirt",,Title, Default Title,Link,https://westernrise.com/products/x-cotton-everyday-tee-white,,,,1,,deny,manual,48,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Cotton_Tee-_white_front.jpg?v=1569202020,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,x-cotton-everyday-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/100719_WR_Shirts_Eric-7011.jpg?v=1571010629,2,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,x-cotton-everyday-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/100719_WR_Shirts_Eric-7181.jpg?v=1571010629,3,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,x-cotton-everyday-tee-white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/100719_WR_Shirts_Eric-7013.jpg?v=1571010637,4,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,Evolution Pant,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>After three years of searching for the perfect fabric, we are finally ready to present to you our finest, most versatile product yet - The Evolution Pant. A highly-functional pair of pants designed to be the only pants you need for travel, outdoors and everyday. Built with a unique stretch nylon Supplex® fabric, The Evolution Pant is stronger, softer, stain-proof and packed full of travel features to allow you to do more with less!The Evolution Pant is the only pair of pants you need. A pair of pants that can be worn multiple days in a row without washing. A pair of pants that packs smaller than a t-shirt, moves with the body, and replaces at least three pants in your closet. A pair of pants that dresses up enough to get through any meeting, yet is rugged enough for any outdoor activity. Designed from the yarn up to feel like a fine cotton, but perform like a high-grade nylon. One pant for travel, outdoor, and everyday. The Everyday Pant, Elevated.Awards	•	Voted Best Travel Clothing in Carryology's 2019 Carry AwardsDo you have more questions about style or fit? Check out this garments specific size details in the size tab below or give us a shout at help@westernrise.com. We are here to help.  </sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Men's Pants,"western, rise, bottoms",,Title, Default Title,Link,https://westernrise.com/products/evolution-pant-blue-grey,,,,1,,deny,manual,149,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Blue_Grey_Square_794b114b-eaf5-4dae-81a4-fed76c070701.png?v=1570663907,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Blue_Grey-_Lifestyle_1.png?v=1571006678,2,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Blue_Grey-_Lifestyle_2.png?v=1571006678,3,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/DSC_5711_b75b95d7-927e-4b16-8124-02fc3194662c.jpg?v=1571006683,4,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/DSC_5665_6b778270-dfe5-4c93-b35a-61192d9a3e20.jpg?v=1571006683,5,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Water_Dertail_Small_3ebb8ae1-359a-4ac8-b2ca-8be1aa61f6ac.jpg?v=1571006683,6,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Pocket_detial_small_9dbbc2cb-43fc-434e-858e-1efdf6ce8399.jpg?v=1571006683,7,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/pants_front_04e2c4dc-eb13-4142-bf12-fcaa2dc7b4cb.png?v=1571006683,8,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Navy-_Front_75dfc030-a689-4cce-b9c2-446e02005c88.png?v=1571006683,9,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,evolution-pant-blue-grey,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Khaki_Front_5106bfa2-9c41-4346-a138-e2f441aa24bb.png?v=1571006683,10,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,techwool-flannel-shirt-cloud,TechWool Flannel Shirt,"<sections><section id=""1""><sectionTitle>Details</sectionTitle><sectionBody>Liberation, Performance, and Style. The TechWool Flannel is a modern adaptation of the tried and true favorite - the Flannel Shirt.This innovative flannel combines the structure and stretch of elasterell polyester with ultra-wicking COOLMAX® fibers and fine-gauge wool yarns. This blend revolutionizes comfort, hand feel, and wrinkle resistance while naturally regulating temperature and quickly wicking perspiration through capillary action. The wicking, odor-resistance, and ease of care, combined with a buttery-soft hand feel and heavy structure stitched up perfectly into a classic flannel style. We topped this amazing fabric off with unbreakable rubber coated buttons for added durability. Cut moderately lean and ready for anything you can throw at it. Performance, function and style, combined to refresh a classic.The Flannel Shirt, Elevated  Do you have more questions about style or fit? Live chat us, or give us a shout at help@westernrise.com. We are here to help. 	•	</sectionBody></section><section id=""2""><sectionTitle>Size &amp; Fit</sectionTitle><sectionBody>Designed and sized for a flattering and slimming, yet comfortable fit. Active Fit: Flattering athletic tailored fit neither slim nor relaxed. For reference on sizes and measurements see our size and fit guidelines.</sectionBody></section><section id=""3""><sectionTitle>Shipping &amp; Returns</sectionTitle><sectionBody>Western Rise offers free returns and exchanges for unused items up to 60 days so you are always covered.</sectionBody></section></sections>",Western Rise-men,Men's Shirt,"western, rise, shirt, wool",,Title, Default Title,Link,https://westernrise.com/products/techwool-flannel-shirt-cloud,,,,1,,deny,manual,119,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Flannel-_white_front_31863ca3-86db-4920-8c1a-99ac20db6cca.png?v=1569181931,1,,FALSE,,,,,,,,,,,,,,,,,,,,
Western Rise-men,techwool-flannel-shirt-cloud,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/091219_WR_Flannels-9474.jpg?v=1569181931,2,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,techwool-flannel-shirt-cloud,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/091219_WR_Flannels-9365_2.jpg?v=1569181931,3,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,techwool-flannel-shirt-cloud,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/091219_WR_Flannels-9425.jpg?v=1569181931,4,,,,,,,,,,,,,,,,,,,,,,
Western Rise-men,techwool-flannel-shirt-cloud,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0696/1303/products/Flannel-_White_back_0a17fcfa-8377-4056-879b-41882bc6327e.jpg?v=1569181931,5,,,,,,,,,,,,,,,,,,,,,,
